date_vente;heure;magasin;code_produit;libelle_produit;qte;prix_unitaire;mode_paiement
05/09/2025;20:51;Magasin-Douala-01;P-0410;Huile de Coco Bio 500ml;1;4500;Mobile Money
23/11/2025;17:38;Magasin-Douala-01;P-0407;Chemise Homme Slim Fit;1;15500;Carte Bancaire
02/09/2025;09:22;Magasin-Douala-02;P-0404;Montre Connectée FitTrack;1;32000;Orange Money
30/12/2025;08:33;Magasin-Yaounde-01;P-0410;Huile de Coco Bio 500ml;2;4500;Carte Bancaire
23/09/2025;13:16;Magasin-Bafoussam-01;P-0414;Set 6 Verres Décorés;1;9000;Orange Money
03/11/2025;16:10;Magasin-Yaounde-01;P-0404;Montre Connectée FitTrack;2;32000;Orange Money
26/02/2026;20:44;Magasin-Bafoussam-01;P-0412;Crème Karité Pure 250g;2;3500;Orange Money
10/11/2025;20:32;Magasin-Bafoussam-01;P-0413;Mug Personnalisé Céramique;1;5000;Orange Money
01/04/2026;09:06;Magasin-Douala-02;P-0409;Sandales Cuir Artisanales;2;12500;Cash
29/12/2025;18:45;Magasin-Douala-02;P-0411;Savon Noir Artisanal;1;2000;Orange Money
19/09/2025;09:01;Magasin-Yaounde-01;P-0405;Enceinte Bluetooth Mini;2;12000;Orange Money
27/11/2025;13:13;Magasin-Bafoussam-01;P-0403;Power Bank 10000mAh;2;13500;Mobile Money
20/04/2026;12:19;Magasin-Douala-01;P-0403;Power Bank 10000mAh;2;15000;Orange Money
03/05/2026;18:03;Magasin-Douala-01;P-0403;Power Bank 10000mAh;1;15000;Orange Money
22/09/2025;19:49;Magasin-Yaounde-01;P-0409;Sandales Cuir Artisanales;2;12500;Mobile Money
17/07/2025;21:12;Magasin-Bafoussam-01;P-0401;Casque Bluetooth XR-200;2;24500;Mobile Money
28/12/2025;17:03;Magasin-Bafoussam-01;P-0410;Huile de Coco Bio 500ml;1;4500;Cash
29/12/2025;09:02;Magasin-Bafoussam-01;P-0414;Set 6 Verres Décorés;1;9000;Orange Money
23/01/2026;16:13;Magasin-Bafoussam-01;P-0404;Montre Connectée FitTrack;1;32000;Orange Money
11/12/2025;16:58;Magasin-Bafoussam-01;P-0411;Savon Noir Artisanal;1;2000;Mobile Money
22/07/2025;10:48;Magasin-Douala-02;P-0401;Casque BT XR200;1;24500;Mobile Money
19/06/2025;21:04;Magasin-Douala-01;P-0405;Enceinte Bluetooth Mini;2;12000;Orange Money
28/07/2025;14:58;Magasin-Bafoussam-01;P-0409;Sandales Cuir Artisanales;1;12500;Mobile Money
27/07/2025;12:05;Magasin-Bafoussam-01;P-0401;Casque Bluetooth XR-200;1;24500;Cash
14/03/2026;10:23;Magasin-Douala-02;P-0412;Crème Karité Pure 250g;1;3500;Carte Bancaire
15/12/2025;15:09;Magasin-Bafoussam-01;P-0408;Sac à Main Cuir Bafia;1;35000;Mobile Money
01/04/2026;13:02;Magasin-Douala-02;P-0412;Crème Karité Pure 250g;3;3500;Mobile Money
26/06/2025;15:22;Magasin-Douala-01;P-0412;Crème Karité Pure 250g;1;3500;Cash
31/08/2025;18:29;Magasin-Bafoussam-01;P-0404;Montre Connectée FitTrack;1;32000;Orange Money
18/08/2025;08:25;Magasin-Douala-02;P-0413;Mug Personnalisé Céramique;1;5000;Mobile Money
24/02/2026;14:53;Magasin-Yaounde-01;P-0403;Power Bank 10000mAh;2;15000;Carte Bancaire
25/08/2025;19:31;Magasin-Douala-02;P-0409;Sandales Cuir Artisanales;1;12500;Mobile Money
01/11/2025;11:02;Magasin-Bafoussam-01;P-0401;Casque Bluetooth XR-200;1;24500;Orange Money
11/12/2025;10:50;Magasin-Yaounde-01;P-0403;Power Bank 10000mAh;2;15000;Mobile Money
23/04/2026;20:45;Magasin-Yaounde-01;P-0412;Crème Karité Pure 250g;1;3500;Carte Bancaire
12/11/2025;21:16;Magasin-Yaounde-01;P-0412;Crème Karité Pure 250g;2;3500;Orange Money
31/07/2025;21:57;Magasin-Douala-02;P-0407;Chemise Homme Slim Fit;1;15500;Carte Bancaire
11/12/2025;13:16;Magasin-Yaounde-01;P-0403;Power Bank 10000mAh;2;15000;Cash
19/05/2026;18:17;Magasin-Douala-01;P-0408;Sac à Main Cuir Bafia;1;35000;Mobile Money
28/09/2025;13:48;Magasin-Yaounde-01;P-0403;Power Bank 10000mAh;2;15000;Carte Bancaire
11/03/2026;11:08;Magasin-Yaounde-01;P-0412;Crème Karité Pure 250g;3;3500;Cash
16/12/2025;20:10;Magasin-Bafoussam-01;P-0403;Power Bank 10000mAh;3;15000;Carte Bancaire
10/05/2026;17:57;Magasin-Douala-02;P-0411;Savon Noir Artisanal;1;2000;Mobile Money
11/05/2026;08:06;Magasin-Douala-01;P-0402;Chargeur Solaire Portable 20W;3;18000;Mobile Money
26/02/2026;14:53;Magasin-Yaounde-01;P-0405;Enceinte Bluetooth Mini;1;10800;Cash
28/07/2025;15:56;Magasin-Douala-01;P-0409;Sandales Cuir Artisanales;2;12500;Mobile Money
04/04/2026;18:23;Magasin-Douala-02;P-0406;Robe Wax Modèle Akwa;1;28000;Mobile Money
07/12/2025;18:38;Magasin-Douala-01;P-0412;Crème Karité Pure 250g;1;3500;Carte Bancaire
08/06/2025;15:31;Magasin-Bafoussam-01;P-0404;Montre Connectée FitTrack;1;32000;Carte Bancaire
27/10/2025;18:26;Magasin-Douala-02;P-0406;Robe Wax Modèle Akwa;1;28000;Orange Money
22/07/2025;11:05;Magasin-Douala-02;P-0412;Crème Karité Pure 250g;2;3500;Orange Money
20/10/2025;21:11;Magasin-Douala-02;P-0414;Set 6 Verres Décorés;1;9000;Cash
10/12/2025;20:16;Magasin-Douala-02;P-0401;Casque Bluetooth XR-200;2;24500;Mobile Money
30/11/2025;18:30;Magasin-Bafoussam-01;P-0406;Robe Wax Modèle Akwa;1;28000;Carte Bancaire
06/03/2026;20:18;Magasin-Douala-01;P-0402;Chargeur Solaire Portable 20W;1;18000;Carte Bancaire
11/06/2025;12:40;Magasin-Douala-01;P-0402;Chargeur Solaire Portable 20W;1;18000;Orange Money
08/12/2025;19:53;Magasin-Bafoussam-01;P-0407;Chemise Homme Slim Fit;1;15500;Orange Money
19/09/2025;13:51;Magasin-Douala-01;P-0406;Robe Wax Modèle Akwa;1;28000;Cash
01/04/2026;18:11;Magasin-Bafoussam-01;P-0410;Huile de Coco Bio 500ml;2;4500;Orange Money
20/09/2025;21:22;Magasin-Bafoussam-01;P-0410;Huile de Coco Bio 500ml;1;4500;Mobile Money
30/07/2025;13:07;Magasin-Yaounde-01;P-0402;Chargeur Solaire Portable 20W;1;18000;Cash
20/04/2026;13:05;Magasin-Bafoussam-01;P-0406;Robe Wax Modèle Akwa;1;28000;Orange Money
06/07/2025;18:56;Magasin-Douala-01;P-0401;Casque Bluetooth XR-200;1;24500;Mobile Money
21/10/2025;20:49;Magasin-Douala-02;P-0413;Mug Personnalisé Céramique;3;5000;Orange Money
07/01/2026;10:00;Magasin-Bafoussam-01;P-0403;Power Bank 10000mAh;1;15000;Orange Money
23/07/2025;14:42;Magasin-Bafoussam-01;P-0409;Sandales Cuir Artisanales;1;12500;Carte Bancaire
14/12/2025;17:06;Magasin-Yaounde-01;P-0401;Casque Bluetooth XR-200;1;24500;Orange Money
28/10/2025;12:52;Magasin-Douala-01;P-0409;Sandales Cuir Artisanales;1;12500;Mobile Money
10/11/2025;08:10;Magasin-Douala-01;P-0405;Enceinte Bluetooth Mini;1;12000;Mobile Money
27/12/2025;11:43;Magasin-Douala-02;P-0406;Robe Wax Modèle Akwa;1;28000;Cash
16/07/2025;13:25;Magasin-Douala-02;P-0410;Huile Coco Bio 500 ml;1;4500;Orange Money
10/05/2026;12:43;Magasin-Douala-02;P-0401;Casque Bluetooth XR-200;1;24500;Mobile Money
27/04/2026;13:52;Magasin-Bafoussam-01;P-0401;Casque Bluetooth XR-200;1;24500;Orange Money
12/02/2026;14:15;Magasin-Yaounde-01;P-0413;Mug Personnalisé Céramique;1;5000;Cash
09/09/2025;15:47;Magasin-Bafoussam-01;P-0412;Crème Karité Pure 250g;1;3500;Orange Money
20/11/2025;19:24;Magasin-Yaounde-01;P-0412;Crème Karité Pure 250g;1;3325;Mobile Money
02/12/2025;14:05;Magasin-Bafoussam-01;P-0409;Sandales Cuir Artisanales;;12500;Carte Bancaire
16/09/2025;20:16;Magasin-Yaounde-01;P-0405;Enceinte Bluetooth Mini;1;12000;Mobile Money
18/10/2025;20:53;Magasin-Yaounde-01;P-0403;Power Bank 10000mAh;1;15000;Cash
16/12/2025;08:56;Magasin-Douala-02;P-0405;Enceinte Bluetooth Mini;1;12000;Mobile Money
05/02/2026;18:13;Magasin-Douala-02;P-0412;Crème Karité Pure 250g;1;3500;Cash
17/03/2026;17:36;Magasin-Douala-01;P-0407;Chemise Homme Slim Fit;2;15500;Orange Money
05/08/2025;13:00;Magasin-Douala-01;P-0412;Crème Karité Pure 250g;1;3500;Orange Money
05/06/2025;08:33;Magasin-Yaounde-01;P-0411;Savon Noir Artisanal;1;2000;Cash
07/08/2025;20:05;Magasin-Douala-02;P-0402;Chargeur Solaire Portable 20W;1;18000;Cash
24/12/2025;13:50;Magasin-Bafoussam-01;P-0408;Sac à Main Cuir Bafia;2;35000;Cash
19/03/2026;11:20;Magasin-Bafoussam-01;P-0401;Casque Bluetooth XR-200;1;24500;Cash
24/11/2025;11:31;Magasin-Douala-01;P-0411;Savon Noir Artisanal;1;2000;Cash
20/11/2025;11:38;Magasin-Douala-01;P-0405;Enceinte Bluetooth Mini;1;12000;Carte Bancaire
21/05/2026;10:34;Magasin-Douala-02;P-0404;Montre Connectée FitTrack;1;32000;Carte Bancaire
18/11/2025;11:18;Magasin-Yaounde-01;P-0402;Chargeur Solaire Portable 20W;1;18000;Orange Money
14/02/2026;15:19;Magasin-Yaounde-01;P-0412;Crème Karité Pure 250g;1;3500;Carte Bancaire
03/03/2026;16:54;Magasin-Douala-02;P-0411;Savon Noir Artisanal;2;2000;Cash
14/11/2025;15:30;Magasin-Douala-01;P-0402;Chargeur Solaire Portable 20W;1;17100;Cash
22/11/2025;12:48;Magasin-Bafoussam-01;P-0411;Savon Noir Artisanal;1;2000;Carte Bancaire
15/10/2025;15:05;Magasin-Douala-02;P-0410;Huile de Coco Bio 500ml;1;4500;Cash
15/07/2025;13:49;Magasin-Bafoussam-01;P-0404;Montre Connectée FitTrack;1;32000;Orange Money
05/12/2025;10:45;Magasin-Bafoussam-01;P-0412;Crème Karité Pure 250g;2;3500;Mobile Money
07/04/2026;14:28;Magasin-Yaounde-01;P-0412;Crème Karité Pure 250g;2;3500;Carte Bancaire
28/07/2025;19:03;Magasin-Yaounde-01;P-0412;Crème Karité Pure 250g;3;3500;Mobile Money
04/10/2025;20:32;Magasin-Douala-02;P-0410;Huile Coco Bio 500 ml;1;4500;Cash
28/06/2025;18:00;Magasin-Bafoussam-01;P-0411;Savon Noir Artisanal;1;2000;Carte Bancaire
03/11/2025;16:40;Magasin-Yaounde-01;P-0402;Chargeur Solaire Portable 20W;2;18000;Orange Money
31/01/2026;12:55;Magasin-Yaounde-01;P-0411;Savon Noir Artisanal;1;2000;Orange Money
10/04/2026;14:37;Magasin-Yaounde-01;P-0401;Casque Bluetooth XR-200;2;24500;Mobile Money
21/12/2025;21:27;Magasin-Yaounde-01;P-0401;Casque Bluetooth XR-200;1;24500;Cash
26/09/2025;14:51;Magasin-Yaounde-01;P-0401;Casque Bluetooth XR-200;1;24500;Cash
20/07/2025;10:02;Magasin-Yaounde-01;P-0404;Montre Connectée FitTrack;2;32000;Mobile Money
23/09/2025;10:53;Magasin-Bafoussam-01;P-0414;Set 6 Verres Décorés;1;9000;Orange Money
19/03/2026;19:04;Magasin-Douala-02;P-0401;Casque Bluetooth XR-200;3;24500;Orange Money
10/11/2025;14:34;Magasin-Bafoussam-01;P-0401;Casque Bluetooth XR-200;1;23275;Cash
09/09/2025;18:20;Magasin-Douala-02;P-0402;Chargeur Solaire Portable 20W;1;17100;Mobile Money
03/12/2025;09:11;Magasin-Douala-01;P-0405;Enceinte Bluetooth Mini;2;12000;Carte Bancaire
22/06/2025;20:01;Magasin-Bafoussam-01;P-0410;Huile de Coco Bio 500ml;2;4500;Mobile Money
07/10/2025;11:51;Magasin-Douala-01;P-0403;Power Bank 10000mAh;1;15000;Cash
21/04/2026;09:18;Magasin-Bafoussam-01;P-0404;Montre Connectée FitTrack;2;32000;Orange Money
21/07/2025;09:31;Magasin-Douala-02;P-0403;Power Bank 10000mAh;1;15000;Mobile Money
02/01/2026;11:09;Magasin-Bafoussam-01;P-0411;Savon Noir Artisanal;1;1900;Mobile Money
21/04/2026;17:25;Magasin-Douala-01;P-0410;Huile Coco Bio 500 ml;1;4500;Orange Money
19/05/2026;16:27;Magasin-Douala-02;P-0405;Enceinte Bluetooth Mini;1;12000;Orange Money
23/01/2026;15:07;Magasin-Douala-02;P-0408;Sac à Main Cuir Bafia;1;35000;Mobile Money
31/01/2026;21:48;Magasin-Douala-01;P-0408;Sac à Main Cuir Bafia;3;35000;Cash
20/10/2025;10:28;Magasin-Douala-02;P-0403;Power Bank 10000mAh;1;15000;Mobile Money
06/06/2025;16:31;Magasin-Bafoussam-01;P-0411;Savon Noir Artisanal;1;2000;Carte Bancaire
04/03/2026;18:46;Magasin-Bafoussam-01;P-0406;Robe Wax Modèle Akwa;2;28000;Carte Bancaire
04/06/2025;17:09;Magasin-Bafoussam-01;P-0410;Huile de Coco Bio 500ml;1;4500;Mobile Money
14/09/2025;13:47;Magasin-Yaounde-01;P-0410;Huile de Coco Bio 500ml;2;4500;Carte Bancaire
14/11/2025;17:09;Magasin-Yaounde-01;P-0407;Chemise Homme Slim Fit;1;15500;Cash
14/02/2026;10:09;Magasin-Yaounde-01;P-0401;Casque Bluetooth XR-200;1;24500;Mobile Money
09/12/2025;08:36;Magasin-Yaounde-01;P-0402;Chargeur Solaire Portable 20W;1;18000;Orange Money
08/10/2025;14:00;Magasin-Douala-01;P-0403;Power Bank 10000mAh;1;15000;Orange Money
02/07/2025;12:20;Magasin-Bafoussam-01;P-0413;Mug Personnalisé Céramique;1;5000;Carte Bancaire
17/12/2025;17:15;Magasin-Douala-02;P-0402;Chargeur Solaire Portable 20W;1;18000;Cash
22/12/2025;20:33;Magasin-Bafoussam-01;P-0404;Montre Connectée FitTrack;1;32000;Cash
11/12/2025;19:09;Magasin-Bafoussam-01;P-0409;Sandales Cuir Artisanales;1;11250;Orange Money
20/04/2026;09:37;Magasin-Bafoussam-01;P-0403;Power Bank 10000mAh;1;14250;Mobile Money
30/06/2025;15:09;Magasin-Bafoussam-01;P-0410;Huile de Coco Bio 500ml;3;4500;Cash
29/06/2025;15:29;Magasin-Bafoussam-01;P-0409;Sandales Cuir Artisanales;2;12500;Orange Money
02/02/2026;09:38;Magasin-Bafoussam-01;P-0410;Huile de Coco Bio 500ml;1;4500;Cash
03/12/2025;15:17;Magasin-Yaounde-01;P-0403;Power Bank 10000mAh;1;15000;Cash
02/10/2025;16:44;Magasin-Yaounde-01;P-0406;Robe Wax Modèle Akwa;1;28000;Mobile Money
27/12/2025;09:13;Magasin-Yaounde-01;P-0410;Huile de Coco Bio 500ml;1;4500;Orange Money
26/11/2025;10:51;Magasin-Yaounde-01;P-0403;Power Bank 10000mAh;1;15000;Mobile Money
05/06/2025;17:51;Magasin-Douala-02;P-0401;Casque Bluetooth XR-200;1;24500;Carte Bancaire
15/11/2025;12:39;Magasin-Douala-02;P-0410;Huile de Coco Bio 500ml;1;4500;Carte Bancaire
05/02/2026;11:53;Magasin-Douala-02;P-0411;Savon Noir Artisanal;1;2000;Orange Money
16/08/2025;19:27;Magasin-Douala-01;P-0412;Crème Karité Pure 250g;1;3500;Carte Bancaire
06/06/2025;08:08;Magasin-Douala-01;P-0413;Mug Personnalisé Céramique;1;5000;Orange Money
10/04/2026;19:27;Magasin-Douala-01;P-0412;Crème Karité Pure 250g;1;3500;Carte Bancaire
01/12/2025;16:24;Magasin-Douala-01;P-0402;Chargeur Solaire Portable 20W;1;18000;Orange Money
07/07/2025;08:31;Magasin-Bafoussam-01;P-0409;Sandales Cuir Artisanales;1;11250;Mobile Money
05/12/2025;13:59;Magasin-Douala-02;P-0413;Mug Personnalisé Céramique;1;5000;Cash
10/10/2025;14:21;Magasin-Douala-01;P-0412;Crème Karité Pure 250g;1;3500;Carte Bancaire
06/11/2025;09:12;Magasin-Yaounde-01;P-0411;Savon Noir Artisanal;1;2000;Mobile Money
23/12/2025;11:13;Magasin-Douala-01;P-0413;Mug Personnalisé Céramique;3;5000;Carte Bancaire
15/11/2025;08:30;Magasin-Bafoussam-01;P-0407;Chemise Homme Slim Fit;1;15500;Carte Bancaire
15/09/2025;09:41;Magasin-Bafoussam-01;P-0411;Savon Noir Artisanal;2;2000;Carte Bancaire
03/07/2025;11:01;Magasin-Douala-02;P-0401;Casque Bluetooth XR-200;1;24500;Mobile Money
21/12/2025;17:15;Magasin-Yaounde-01;P-0404;Montre Connectée FitTrack;1;32000;Mobile Money
09/07/2025;08:20;Magasin-Douala-01;P-0405;Enceinte Bluetooth Mini;1;10800;Mobile Money
27/12/2025;19:46;Magasin-Bafoussam-01;P-0402;Chargeur Solaire Portable 20W;1;18000;Carte Bancaire
10/03/2026;12:17;Magasin-Douala-02;P-0404;Montre Connectée FitTrack;3;32000;Orange Money
05/11/2025;17:49;Magasin-Douala-01;P-0405;Enceinte Bluetooth Mini;1;12000;Carte Bancaire
21/01/2026;15:02;Magasin-Douala-02;P-0404;Montre Connectée FitTrack;1;32000;Mobile Money
18/12/2025;17:41;Magasin-Bafoussam-01;P-0412;Crème Karité Pure 250g;3;3500;Mobile Money
20/07/2025;20:43;Magasin-Yaounde-01;P-0405;Enceinte Bluetooth Mini;2;12000;Mobile Money
18/04/2026;14:27;Magasin-Douala-01;P-0406;Robe Wax Modèle Akwa;2;28000;Carte Bancaire
26/04/2026;15:27;Magasin-Bafoussam-01;P-0410;Huile de Coco Bio 500ml;1;4500;Cash
05/04/2026;12:14;Magasin-Douala-01;P-0410;Huile de Coco Bio 500ml;1;4500;Cash
18/08/2025;20:49;Magasin-Bafoussam-01;P-0405;Enceinte Bluetooth Mini;2;12000;Mobile Money
14/06/2025;14:58;Magasin-Yaounde-01;P-0410;Huile de Coco Bio 500ml;2;4500;Cash
30/04/2026;09:06;Magasin-Douala-01;P-0404;Montre Connectée FitTrack;1;32000;Cash
31/12/2025;10:15;Magasin-Douala-01;P-0407;Chemise Homme Slim Fit;1;15500;Cash
06/10/2025;16:15;Magasin-Douala-02;P-0413;Mug Personnalisé Céramique;1;5000;Cash
07/06/2025;14:13;Magasin-Douala-02;P-0408;Sac à Main Cuir Bafia;2;35000;Orange Money
31/12/2025;16:25;Magasin-Yaounde-01;P-0404;Montre Connectée FitTrack;1;32000;Mobile Money
02/12/2025;17:42;Magasin-Douala-01;P-0401;Casque Bluetooth XR-200;1;24500;Carte Bancaire
08/12/2025;08:58;Magasin-Douala-02;P-0407;Chemise Homme Slim Fit;1;15500;Carte Bancaire
29/07/2025;20:53;Magasin-Douala-01;P-0407;Chemise Homme Slim Fit;1;15500;Carte Bancaire
26/12/2025;17:42;Magasin-Bafoussam-01;P-0404;Montre Connectée FitTrack;1;32000;Mobile Money
26/12/2025;14:53;Magasin-Yaounde-01;P-0401;Casque Bluetooth XR-200;1;24500;Carte Bancaire
21/09/2025;20:31;Magasin-Yaounde-01;P-0412;Crème Karité Pure 250g;1;3500;Mobile Money
26/09/2025;20:51;Magasin-Douala-01;P-0403;Power Bank 10000mAh;1;15000;Orange Money
13/12/2025;12:32;Magasin-Douala-01;P-0403;Power Bank 10000mAh;2;15000;Orange Money
15/12/2025;16:33;Magasin-Yaounde-01;P-0402;Chargeur Solaire Portable 20W;1;18000;Mobile Money
14/09/2025;18:23;Magasin-Douala-02;P-0410;Huile de Coco Bio 500ml;1;4500;Carte Bancaire
03/06/2025;16:18;Magasin-Bafoussam-01;P-0407;Chemise Homme Slim Fit;1;15500;Cash
29/08/2025;17:56;Magasin-Bafoussam-01;P-0407;Chemise Homme Slim Fit;2;15500;Mobile Money
26/12/2025;10:22;Magasin-Yaounde-01;P-0410;Huile de Coco Bio 500ml;1;4500;Cash
15/05/2026;08:33;Magasin-Douala-01;P-0402;Chargeur Solaire Portable 20W;1;18000;Orange Money
31/01/2026;18:26;Magasin-Bafoussam-01;P-0403;Power Bank 10000mAh;1;15000;Carte Bancaire
29/06/2025;16:57;Magasin-Douala-02;P-0407;Chemise Homme Slim Fit;1;15500;Carte Bancaire
15/02/2026;13:16;Magasin-Yaounde-01;P-0402;Chargeur Solaire Portable 20W;1;16200;Mobile Money
08/01/2026;16:16;Magasin-Douala-01;P-0406;Robe Wax Modèle Akwa;1;28000;Orange Money
31/07/2025;13:13;Magasin-Douala-02;P-0401;Casque Bluetooth XR-200;3;24500;Mobile Money
02/12/2025;09:17;Magasin-Bafoussam-01;P-0402;Chargeur Solaire Portable 20W;1;18000;Carte Bancaire
25/09/2025;14:57;Magasin-Douala-01;P-0414;Set 6 Verres Décorés;3;9000;Cash
19/04/2026;09:00;Magasin-Yaounde-01;P-0404;Montre Connectée FitTrack;1;32000;Orange Money
24/11/2025;17:22;Magasin-Yaounde-01;P-0410;Huile de Coco Bio 500ml;1;4500;Carte Bancaire
17/09/2025;08:55;Magasin-Bafoussam-01;P-0409;Sandales Cuir Artisanales;1;12500;Mobile Money
20/02/2026;12:15;Magasin-Douala-01;P-0412;Crème Karité Pure 250g;2;3500;Orange Money
07/11/2025;21:29;Magasin-Douala-01;P-0412;Crème Karité Pure 250g;2;3500;Mobile Money
15/12/2025;13:00;Magasin-Bafoussam-01;P-0407;Chemise Homme Slim Fit;1;15500;Mobile Money
11/04/2026;09:53;Magasin-Douala-01;P-0404;Montre Connectée FitTrack;1;32000;Mobile Money
20/01/2026;11:50;Magasin-Yaounde-01;P-0403;Power Bank 10000mAh;1;15000;Mobile Money
15/09/2025;18:24;Magasin-Douala-01;P-0404;Montre Connectée FitTrack;2;32000;Carte Bancaire
30/11/2025;21:09;Magasin-Yaounde-01;P-0407;Chemise Homme Slim Fit;1;15500;Carte Bancaire
16/03/2026;11:49;Magasin-Bafoussam-01;P-0410;Huile Coco Bio 500 ml;1;4500;Carte Bancaire
28/05/2026;15:16;Magasin-Douala-01;P-0402;Chargeur Solaire Portable 20W;2;18000;Carte Bancaire
03/10/2025;21:24;Magasin-Douala-01;P-0410;Huile de Coco Bio 500ml;1;4500;Cash
01/01/2026;08:41;Magasin-Yaounde-01;P-0407;Chemise Homme Slim Fit;3;15500;Carte Bancaire
22/06/2025;16:48;Magasin-Douala-02;P-0412;Crème Karité Pure 250g;1;3500;Cash
13/09/2025;15:38;Magasin-Yaounde-01;P-0409;Sandales Cuir Artisanales;3;12500;Carte Bancaire
19/08/2025;18:30;Magasin-Bafoussam-01;P-0406;Robe Wax Akwa;1;28000;Orange Money
05/12/2025;10:32;Magasin-Yaounde-01;P-0405;Enceinte Bluetooth Mini;2;12000;Orange Money
05/09/2025;14:27;Magasin-Douala-02;P-0403;Power Bank 10000mAh;1;15000;Mobile Money
11/07/2025;18:04;Magasin-Bafoussam-01;P-0411;Savon Noir Artisanal;1;2000;Carte Bancaire
13/10/2025;12:18;Magasin-Yaounde-01;P-0411;Savon Noir Artisanal;2;2000;Carte Bancaire
19/01/2026;16:33;Magasin-Douala-02;P-0410;Huile de Coco Bio 500ml;2;4500;Cash
08/12/2025;11:02;Magasin-Yaounde-01;P-0405;Enceinte Bluetooth Mini;1;12000;Cash
21/11/2025;09:22;Magasin-Yaounde-01;P-0413;Mug Personnalisé Céramique;1;5000;Orange Money
09/10/2025;13:30;Magasin-Douala-01;P-0406;ROBE WAX AKWA;2;28000;Mobile Money
23/08/2025;09:45;Magasin-Douala-01;P-0401;Casque Bluetooth XR-200;1;24500;Cash
31/12/2025;11:08;Magasin-Yaounde-01;P-0402;Chargeur Solaire Portable 20W;1;18000;Mobile Money
27/12/2025;18:08;Magasin-Douala-02;P-0404;Montre Connectée FitTrack;1;32000;Mobile Money
11/11/2025;15:06;Magasin-Douala-01;P-0404;Montre Connectée FitTrack;1;30400;Orange Money
24/04/2026;17:06;Magasin-Yaounde-01;P-0408;Sac à Main Cuir Bafia;1;35000;Cash
19/12/2025;13:50;Magasin-Douala-01;P-0403;Power Bank 10000mAh;1;15000;Cash
16/12/2025;17:45;Magasin-Bafoussam-01;P-0403;Power Bank 10000mAh;1;14250;Mobile Money
05/10/2025;19:35;Magasin-Yaounde-01;P-0409;Sandales Cuir Artisanales;1;12500;Cash
19/09/2025;12:01;Magasin-Douala-01;P-0407;Chemise Homme Slim Fit;3;15500;Orange Money
09/12/2025;19:35;Magasin-Bafoussam-01;P-0408;Sac à Main Cuir Bafia;1;35000;Cash
27/04/2026;18:36;Magasin-Bafoussam-01;P-0410;Huile de Coco Bio 500ml;1;4500;Carte Bancaire
28/08/2025;18:05;Magasin-Douala-01;P-0406;Robe Wax Akwa;1;28000;Carte Bancaire
15/11/2025;14:57;Magasin-Bafoussam-01;P-0405;Enceinte Bluetooth Mini;1;12000;Cash
12/09/2025;15:02;Magasin-Bafoussam-01;P-0405;Enceinte Bluetooth Mini;1;12000;Orange Money
12/02/2026;16:23;Magasin-Yaounde-01;P-0413;Mug Personnalisé Céramique;2;5000;Cash
15/12/2025;09:03;Magasin-Douala-01;P-0401;Casque Bluetooth XR-200;2;24500;Carte Bancaire
24/12/2025;18:50;Magasin-Douala-01;P-0411;Savon Noir Artisanal;1;2000;Carte Bancaire
09/02/2026;08:59;Magasin-Bafoussam-01;P-0405;Enceinte Bluetooth Mini;1;10800;Carte Bancaire
08/03/2026;15:38;Magasin-Yaounde-01;P-0409;Sandales Cuir Artisanales;1;12500;Cash
22/08/2025;12:36;Magasin-Douala-01;P-0404;Montre Connectée FitTrack;1;32000;Cash
08/03/2026;14:08;Magasin-Douala-01;P-0405;Enceinte Bluetooth Mini;1;12000;Mobile Money
10/11/2025;12:47;Magasin-Douala-01;P-0410;Huile de Coco Bio 500ml;1;4050;Mobile Money
12/05/2026;18:17;Magasin-Bafoussam-01;P-0411;Savon Noir Artisanal;2;2000;Cash
09/10/2025;10:10;Magasin-Douala-02;P-0411;Savon Noir Artisanal;2;2000;Carte Bancaire
19/05/2026;17:47;Magasin-Douala-01;P-0410;Huile Coco Bio 500 ml;2;4500;Carte Bancaire
14/06/2025;09:29;Magasin-Douala-02;P-0402;Chargeur Solaire Portable 20W;1;18000;Carte Bancaire
22/12/2025;13:48;Magasin-Bafoussam-01;P-0410;Huile de Coco Bio 500ml;1;4500;Cash
09/03/2026;10:19;Magasin-Yaounde-01;P-0401;Casque Bluetooth XR-200;2;24500;Cash
02/03/2026;20:31;Magasin-Douala-01;P-0411;Savon Noir Artisanal;1;1900;Orange Money
01/12/2025;09:53;Magasin-Yaounde-01;P-0410;Huile Coco Bio 500 ml;2;4500;Cash
12/01/2026;18:54;Magasin-Bafoussam-01;P-0403;Power Bank 10000mAh;1;15000;Orange Money
17/12/2025;18:15;Magasin-Bafoussam-01;P-0401;Casque Bluetooth XR-200;1;24500;Cash
10/09/2025;15:08;Magasin-Douala-02;P-0411;Savon Noir Artisanal;1;2000;Cash
04/06/2025;21:11;Magasin-Bafoussam-01;P-0403;Power Bank 10000mAh;1;15000;Carte Bancaire
05/07/2025;11:04;Magasin-Bafoussam-01;P-0407;Chemise Homme Slim Fit;3;15500;Cash
21/05/2026;10:26;Magasin-Douala-02;P-0410;Huile de Coco Bio 500ml;1;4500;Mobile Money
11/04/2026;11:41;Magasin-Douala-01;P-0410;Huile de Coco Bio 500ml;3;4500;Cash
13/12/2025;11:54;Magasin-Douala-02;P-0401;Casque Bluetooth XR-200;2;24500;Orange Money
